     4s2S      4p2P 1.04957e+15 6.60282e+14
     4s2S      5p2P 1.04957e+15 3.09039e+14
     4s2S      6p2P 1.04957e+15 1.80192e+14
     4s2S      7p2P 1.04957e+15 1.18116e+14
     4s2S      8p2P 1.04957e+15 8.34136e+13
     4s2S      9p2P 1.04957e+15 6.20455e+13
     4s2S     10p2P 1.04957e+15 4.79544e+13
     4s2S     11p2P 1.04957e+15 3.81731e+13
     4s2S     12p2P 1.04957e+15 3.11068e+13
     4s2S     13p2P 1.04957e+15 2.58358e+13
     4s2S     14p2P 1.04957e+15 2.17996e+13
     4p2P     5s2S  6.60282e+14 4.19208e+14
     5s2S      5p2P 4.19208e+14 3.09039e+14
     5s2S      6p2P 4.19208e+14 1.80192e+14
     5s2S      7p2P 4.19208e+14 1.18116e+14
     5s2S      8p2P 4.19208e+14 8.34136e+13
     5s2S      9p2P 4.19208e+14 6.20455e+13
     5s2S     10p2P 4.19208e+14 4.79544e+13
     5s2S     11p2P 4.19208e+14 3.81731e+13
     5s2S     12p2P 4.19208e+14 3.11068e+13
     5s2S     13p2P 4.19208e+14 2.58358e+13
     5s2S     14p2P 4.19208e+14 2.17996e+13
     4p2P     6s2S  6.60282e+14 2.26616e+14
     5p2P     6s2S  3.09039e+14 2.26616e+14
     6s2S      6p2P 2.26616e+14 1.80192e+14
     6s2S      7p2P 2.26616e+14 1.18116e+14
     6s2S      8p2P 2.26616e+14 8.34136e+13
     6s2S      9p2P 2.26616e+14 6.20455e+13
     6s2S     10p2P 2.26616e+14 4.79544e+13
     6s2S     11p2P 2.26616e+14 3.81731e+13
     6s2S     12p2P 2.26616e+14 3.11068e+13
     6s2S     13p2P 2.26616e+14 2.58358e+13
     6s2S     14p2P 2.26616e+14 2.17996e+13
     4p2P     7s2S  6.60282e+14 1.41969e+14
     5p2P     7s2S  3.09039e+14 1.41969e+14
     6p2P     7s2S  1.80192e+14 1.41969e+14
     7s2S      7p2P 1.41969e+14 1.18116e+14
     7s2S      8p2P 1.41969e+14 8.34136e+13
     7s2S      9p2P 1.41969e+14 6.20455e+13
     7s2S     10p2P 1.41969e+14 4.79544e+13
     7s2S     11p2P 1.41969e+14 3.81731e+13
     7s2S     12p2P 1.41969e+14 3.11068e+13
     7s2S     13p2P 1.41969e+14 2.58358e+13
     7s2S     14p2P 1.41969e+14 2.17996e+13
     4p2P     8s2S  6.60282e+14 9.72658e+13
     5p2P     8s2S  3.09039e+14 9.72658e+13
     6p2P     8s2S  1.80192e+14 9.72658e+13
     7p2P     8s2S  1.18116e+14 9.72658e+13
     8s2S      8p2P 9.72658e+13 8.34136e+13
     8s2S      9p2P 9.72658e+13 6.20455e+13
     8s2S     10p2P 9.72658e+13 4.79544e+13
     8s2S     11p2P 9.72658e+13 3.81731e+13
     8s2S     12p2P 9.72658e+13 3.11068e+13
     8s2S     13p2P 9.72658e+13 2.58358e+13
     8s2S     14p2P 9.72658e+13 2.17996e+13
     4p2P     9s2S  6.60282e+14 7.07949e+13
     5p2P     9s2S  3.09039e+14 7.07949e+13
     6p2P     9s2S  1.80192e+14 7.07949e+13
     7p2P     9s2S  1.18116e+14 7.07949e+13
     8p2P     9s2S  8.34136e+13 7.07949e+13
     9s2S     10p2P 7.07949e+13 4.79544e+13
     9s2S     11p2P 7.07949e+13 3.81731e+13
     9s2S     12p2P 7.07949e+13 3.11068e+13
     9s2S     13p2P 7.07949e+13 2.58358e+13
     9s2S     14p2P 7.07949e+13 2.17996e+13
     4p2P    10s2S  6.60282e+14 5.38304e+13
     5p2P    10s2S  3.09039e+14 5.38304e+13
     6p2P    10s2S  1.80192e+14 5.38304e+13
     7p2P    10s2S  1.18116e+14 5.38304e+13
     8p2P    10s2S  8.34136e+13 5.38304e+13
    10s2S     11p2P 5.38304e+13 3.81731e+13
    10s2S     12p2P 5.38304e+13 3.11068e+13
    10s2S     13p2P 5.38304e+13 2.58358e+13
    10s2S     14p2P 5.38304e+13 2.17996e+13
     4p2P    11s2S  6.60282e+14 4.23084e+13
     5p2P    11s2S  3.09039e+14 4.23084e+13
     6p2P    11s2S  1.80192e+14 4.23084e+13
     7p2P    11s2S  1.18116e+14 4.23084e+13
     8p2P    11s2S  8.34136e+13 4.23084e+13
     9p2P    11s2S  6.20455e+13 4.23084e+13
    11s2S     12p2P 4.23084e+13 3.11068e+13
    11s2S     13p2P 4.23084e+13 2.58358e+13
    11s2S     14p2P 4.23084e+13 2.17996e+13
     4p2P    12s2S  6.60282e+14 3.41265e+13
     5p2P    12s2S  3.09039e+14 3.41265e+13
     6p2P    12s2S  1.80192e+14 3.41265e+13
     7p2P    12s2S  1.18116e+14 3.41265e+13
     8p2P    12s2S  8.34136e+13 3.41265e+13
     9p2P    12s2S  6.20455e+13 3.41265e+13
    10p2P    12s2S  4.79544e+13 3.41265e+13
    12s2S     14p2P 3.41265e+13 2.17996e+13
     4p2P    13s2S  6.60282e+14 2.81079e+13
     5p2P    13s2S  3.09039e+14 2.81079e+13
     6p2P    13s2S  1.80192e+14 2.81079e+13
     7p2P    13s2S  1.18116e+14 2.81079e+13
     8p2P    13s2S  8.34136e+13 2.81079e+13
     9p2P    13s2S  6.20455e+13 2.81079e+13
    10p2P    13s2S  4.79544e+13 2.81079e+13
    11p2P    13s2S  3.81731e+13 2.81079e+13
     4p2P    14s2S  6.60282e+14 2.35518e+13
     5p2P    14s2S  3.09039e+14 2.35518e+13
     6p2P    14s2S  1.80192e+14 2.35518e+13
     7p2P    14s2S  1.18116e+14 2.35518e+13
     8p2P    14s2S  8.34136e+13 2.35518e+13
     9p2P    14s2S  6.20455e+13 2.35518e+13
    10p2P    14s2S  4.79544e+13 2.35518e+13
    11p2P    14s2S  3.81731e+13 2.35518e+13
     4p2P     3d2D  6.60282e+14 4.03974e+14
     4p2P     4d2D  6.60282e+14 2.28224e+14
     4p2P     5d2D  6.60282e+14 1.44637e+14
     4p2P     6d2D  6.60282e+14 9.93487e+13
     4p2P     7d2D  6.60282e+14 7.22958e+13
     4p2P     8d2D  6.60282e+14 5.49124e+13
     4p2P     9d2D  6.60282e+14 4.31028e+13
     4p2P    10d2D  6.60282e+14 3.47226e+13
     4p2P    11d2D  6.60282e+14 2.85646e+13
     4p2P    12d2D  6.60282e+14 2.39085e+13
     3d2D      5p2P 4.03974e+14 3.09039e+14
     5p2P     4d2D  3.09039e+14 2.28224e+14
     5p2P     5d2D  3.09039e+14 1.44637e+14
     5p2P     6d2D  3.09039e+14 9.93487e+13
     5p2P     7d2D  3.09039e+14 7.22958e+13
     5p2P     8d2D  3.09039e+14 5.49124e+13
     5p2P     9d2D  3.09039e+14 4.31028e+13
     5p2P    10d2D  3.09039e+14 3.47226e+13
     5p2P    11d2D  3.09039e+14 2.85646e+13
     5p2P    12d2D  3.09039e+14 2.39085e+13
     3d2D      6p2P 4.03974e+14 1.80192e+14
     4d2D      6p2P 2.28224e+14 1.80192e+14
     6p2P     5d2D  1.80192e+14 1.44637e+14
     6p2P     6d2D  1.80192e+14 9.93487e+13
     6p2P     7d2D  1.80192e+14 7.22958e+13
     6p2P     8d2D  1.80192e+14 5.49124e+13
     6p2P     9d2D  1.80192e+14 4.31028e+13
     6p2P    10d2D  1.80192e+14 3.47226e+13
     6p2P    11d2D  1.80192e+14 2.85646e+13
     6p2P    12d2D  1.80192e+14 2.39085e+13
     3d2D      7p2P 4.03974e+14 1.18116e+14
     4d2D      7p2P 2.28224e+14 1.18116e+14
     5d2D      7p2P 1.44637e+14 1.18116e+14
     7p2P     6d2D  1.18116e+14 9.93487e+13
     7p2P     7d2D  1.18116e+14 7.22958e+13
     7p2P     8d2D  1.18116e+14 5.49124e+13
     7p2P     9d2D  1.18116e+14 4.31028e+13
     7p2P    10d2D  1.18116e+14 3.47226e+13
     7p2P    11d2D  1.18116e+14 2.85646e+13
     7p2P    12d2D  1.18116e+14 2.39085e+13
     3d2D      8p2P 4.03974e+14 8.34136e+13
     4d2D      8p2P 2.28224e+14 8.34136e+13
     5d2D      8p2P 1.44637e+14 8.34136e+13
     6d2D      8p2P 9.93487e+13 8.34136e+13
     8p2P     7d2D  8.34136e+13 7.22958e+13
     8p2P     8d2D  8.34136e+13 5.49124e+13
     8p2P     9d2D  8.34136e+13 4.31028e+13
     8p2P    10d2D  8.34136e+13 3.47226e+13
     8p2P    11d2D  8.34136e+13 2.85646e+13
     8p2P    12d2D  8.34136e+13 2.39085e+13
     3d2D      9p2P 4.03974e+14 6.20455e+13
     4d2D      9p2P 2.28224e+14 6.20455e+13
     5d2D      9p2P 1.44637e+14 6.20455e+13
     6d2D      9p2P 9.93487e+13 6.20455e+13
     7d2D      9p2P 7.22958e+13 6.20455e+13
     9p2P     9d2D  6.20455e+13 4.31028e+13
     9p2P    10d2D  6.20455e+13 3.47226e+13
     9p2P    11d2D  6.20455e+13 2.85646e+13
     9p2P    12d2D  6.20455e+13 2.39085e+13
     3d2D     10p2P 4.03974e+14 4.79544e+13
     4d2D     10p2P 2.28224e+14 4.79544e+13
     5d2D     10p2P 1.44637e+14 4.79544e+13
     6d2D     10p2P 9.93487e+13 4.79544e+13
     7d2D     10p2P 7.22958e+13 4.79544e+13
    10p2P    10d2D  4.79544e+13 3.47226e+13
    10p2P    11d2D  4.79544e+13 2.85646e+13
    10p2P    12d2D  4.79544e+13 2.39085e+13
     3d2D     11p2P 4.03974e+14 3.81731e+13
     4d2D     11p2P 2.28224e+14 3.81731e+13
     5d2D     11p2P 1.44637e+14 3.81731e+13
     6d2D     11p2P 9.93487e+13 3.81731e+13
     7d2D     11p2P 7.22958e+13 3.81731e+13
     8d2D     11p2P 5.49124e+13 3.81731e+13
    11p2P    12d2D  3.81731e+13 2.39085e+13
     3d2D     12p2P 4.03974e+14 3.11068e+13
     4d2D     12p2P 2.28224e+14 3.11068e+13
     5d2D     12p2P 1.44637e+14 3.11068e+13
     6d2D     12p2P 9.93487e+13 3.11068e+13
     7d2D     12p2P 7.22958e+13 3.11068e+13
     8d2D     12p2P 5.49124e+13 3.11068e+13
     9d2D     12p2P 4.31028e+13 3.11068e+13
     3d2D     13p2P 4.03974e+14 2.58358e+13
     4d2D     13p2P 2.28224e+14 2.58358e+13
     5d2D     13p2P 1.44637e+14 2.58358e+13
     6d2D     13p2P 9.93487e+13 2.58358e+13
     7d2D     13p2P 7.22958e+13 2.58358e+13
     8d2D     13p2P 5.49124e+13 2.58358e+13
     9d2D     13p2P 4.31028e+13 2.58358e+13
     3d2D     14p2P 4.03974e+14 2.17996e+13
