  1415.2426 -1.778 19.00   31765.377  0.5 8s 2S        24701.382  0.5 5p 2P                            
  1417.6694 -3.005 19.00   27397.077  2.5 4d 2D        34448.980  2.5 14f 2F                           
  1417.6694 -1.704 19.00   27397.077  2.5 4d 2D        34448.980  3.5 14f 2F                           
  1417.8845 -1.858 19.00   27398.147  1.5 4d 2D        34448.980  2.5 14f 2F                           
  1419.0105 -1.478 19.00   31765.377  0.5 8s 2S        24720.139  1.5 5p 2P                            
  1429.2460 -3.753 19.00   31696.166  1.5 6d 2D        24701.382  0.5 5p 2P                            
  1433.0889 -4.453 19.00   31696.166  1.5 6d 2D        24720.139  1.5 5p 2P                            
  1433.1434 -3.498 19.00   31695.901  2.5 6d 2D        24720.139  1.5 5p 2P                            
  1435.9180 -1.544 19.00   27397.077  2.5 4d 2D        34359.360  3.5 13f 2F                           
  1435.9180 -2.845 19.00   27397.077  2.5 4d 2D        34359.360  2.5 13f 2F                           
  1436.1387 -1.699 19.00   27398.147  1.5 4d 2D        34359.360  2.5 13f 2F                           
  1451.8375 -2.804 19.00   27397.077  2.5 4d 2D        34283.018  1.5 14p 2P                           
  1452.0631 -3.758 19.00   27398.147  1.5 4d 2D        34283.018  1.5 14p 2P                           
  1452.1393 -3.059 19.00   27398.147  1.5 4d 2D        34282.657  0.5 14p 2P                           
  1459.6057 -2.696 19.00   27397.077  2.5 4d 2D        34246.370  2.5 12f 2F                           
  1459.6057 -1.395 19.00   27397.077  2.5 4d 2D        34246.370  3.5 12f 2F                           
  1459.8338 -1.550 19.00   27398.147  1.5 4d 2D        34246.370  2.5 12f 2F                           
  1463.2343 -2.973 19.00   27450.710  0.5 6s 2S        34283.018  1.5 14p 2P                           
  1463.3116 -3.274 19.00   27450.710  0.5 6s 2S        34282.657  0.5 14p 2P                           
  1480.7676 -2.665 19.00   27397.077  2.5 4d 2D        34148.486  1.5 13p 2P                           
  1481.0023 -3.619 19.00   27398.147  1.5 4d 2D        34148.486  1.5 13p 2P                           
  1481.1028 -2.920 19.00   27398.147  1.5 4d 2D        34148.028  0.5 13p 2P                           
  1491.1763 -2.544 19.00   27397.077  2.5 4d 2D        34101.360  2.5 11f 2F                           
  1491.1763 -1.243 19.00   27397.077  2.5 4d 2D        34101.360  3.5 11f 2F                           
  1491.4143 -1.398 19.00   27398.147  1.5 4d 2D        34101.360  2.5 11f 2F                           
  1492.6250 -3.115 19.00   27450.710  0.5 6s 2S        34148.486  1.5 13p 2P                           
  1492.7270 -3.416 19.00   27450.710  0.5 6s 2S        34148.028  0.5 13p 2P                           
  1516.3067 -0.613 19.00   21534.680  2.5 3d 2D        28127.850  2.5 4f 2F                            
  1516.3067  0.689 19.00   21534.680  2.5 3d 2D        28127.850  3.5 4f 2F                            
  1516.8377  0.534 19.00   21536.988  1.5 3d 2D        28127.850  2.5 4f 2F                            
  1520.3264 -2.506 19.00   27397.077  2.5 4d 2D        33972.815  1.5 12p 2P                           
  1520.5738 -3.460 19.00   27398.147  1.5 4d 2D        33972.815  1.5 12p 2P                           
  1520.7147 -2.761 19.00   27398.147  1.5 4d 2D        33972.206  0.5 12p 2P                           
  1532.8284 -2.981 19.00   27450.710  0.5 6s 2S        33972.815  1.5 12p 2P                           
  1532.9716 -3.282 19.00   27450.710  0.5 6s 2S        33972.206  0.5 12p 2P                           
  1534.8905 -1.078 19.00   27397.077  2.5 4d 2D        33910.420  3.5 10f 2F                           
  1534.8905 -2.379 19.00   27397.077  2.5 4d 2D        33910.420  2.5 10f 2F                           
  1535.1427 -1.233 19.00   27398.147  1.5 4d 2D        33910.420  2.5 10f 2F                           
  1552.7803 -3.478 19.00   34566.152  1.5 16d 2D       28127.850  2.5 4f 2F                            
  1552.7827 -4.624 19.00   34566.142  2.5 16d 2D       28127.850  2.5 4f 2F                            
  1552.7827 -3.324 19.00   34566.142  2.5 16d 2D       28127.850  3.5 4f 2F                            
  1567.9414 -3.305 19.00   34503.897  1.5 15d 2D       28127.850  2.5 4f 2F                            
  1567.9446 -4.451 19.00   34503.884  2.5 15d 2D       28127.850  2.5 4f 2F                            
  1567.9446 -3.150 19.00   34503.884  2.5 15d 2D       28127.850  3.5 4f 2F                            
  1576.7938 -2.321 19.00   27397.077  2.5 4d 2D        33737.328  1.5 11p 2P                           
  1577.0599 -3.276 19.00   27398.147  1.5 4d 2D        33737.328  1.5 11p 2P                           
  1577.2665 -2.577 19.00   27398.147  1.5 4d 2D        33736.498  0.5 11p 2P                           
  1586.9393 -3.317 19.00   34427.567  1.5 14d 2D       28127.850  2.5 4f 2F                            
  1586.9433 -4.463 19.00   34427.551  2.5 14d 2D       28127.850  2.5 4f 2F                            
  1586.9433 -3.162 19.00   34427.551  2.5 14d 2D       28127.850  3.5 4f 2F                            
  1590.2459 -2.786 19.00   27450.710  0.5 6s 2S        33737.328  1.5 11p 2P                           
  1590.4559 -3.087 19.00   27450.710  0.5 6s 2S        33736.498  0.5 11p 2P                           
  1598.2223 -2.193 19.00   27397.077  2.5 4d 2D        33652.320  2.5 9f 2F                            
  1598.2223 -0.892 19.00   27397.077  2.5 4d 2D        33652.320  3.5 9f 2F                            
  1598.4957 -1.047 19.00   27398.147  1.5 4d 2D        33652.320  2.5 9f 2F                            
  1611.2330 -3.185 19.00   34332.582  1.5 13d 2D       28127.850  2.5 4f 2F                            
  1611.2379 -4.331 19.00   34332.563  2.5 13d 2D       28127.850  2.5 4f 2F                            
  1611.2379 -3.030 19.00   34332.563  2.5 13d 2D       28127.850  3.5 4f 2F                            
  1643.0745 -3.041 19.00   34212.339  1.5 12d 2D       28127.850  2.5 4f 2F                            
  1643.0813 -2.887 19.00   34212.314  2.5 12d 2D       28127.850  3.5 4f 2F                            
  1643.0813 -4.188 19.00   34212.314  2.5 12d 2D       28127.850  2.5 4f 2F                            
  1662.2437 -2.103 19.00   27397.077  2.5 4d 2D        33411.399  1.5 10p 2P                           
  1662.5395 -3.057 19.00   27398.147  1.5 4d 2D        33411.399  1.5 10p 2P                           
  1662.8625 -2.358 19.00   27398.147  1.5 4d 2D        33410.231  0.5 10p 2P                           
  1677.2003 -2.537 19.00   27450.710  0.5 6s 2S        33411.399  1.5 10p 2P                           
  1677.5290 -2.838 19.00   27450.710  0.5 6s 2S        33410.231  0.5 10p 2P                           
  1686.1107 -2.883 19.00   34057.039  1.5 11d 2D       28127.850  2.5 4f 2F                            
  1686.1204 -2.728 19.00   34057.005  2.5 11d 2D       28127.850  3.5 4f 2F                            
  1686.1204 -4.029 19.00   34057.005  2.5 11d 2D       28127.850  2.5 4f 2F                            
  1696.0844 -0.674 19.00   27397.077  2.5 4d 2D        33291.400  3.5 8f 2F                            
  1696.0844 -1.975 19.00   27397.077  2.5 4d 2D        33291.400  2.5 8f 2F                            
  1696.3923 -0.829 19.00   27398.147  1.5 4d 2D        33291.400  2.5 8f 2F                            
  1746.6165 -2.702 19.00   33851.642  1.5 10d 2D       28127.850  2.5 4f 2F                            
  1746.6305 -2.547 19.00   33851.596  2.5 10d 2D       28127.850  3.5 4f 2F                            
  1746.6305 -3.848 19.00   33851.596  2.5 10d 2D       28127.850  2.5 4f 2F                            
  1793.9186 -1.272 19.00   30274.249  0.5 7s 2S        24701.382  0.5 5p 2P                            
  1795.8473 -3.108 19.00   34566.152  1.5 16d 2D       28999.270  0.5 6p 2P                            
  1798.5741 -3.808 19.00   34566.152  1.5 16d 2D       29007.710  1.5 6p 2P                            
  1798.5773 -2.854 19.00   34566.142  2.5 16d 2D       29007.710  1.5 6p 2P                            
  1799.9769 -0.972 19.00   30274.249  0.5 7s 2S        24720.139  1.5 5p 2P                            
  1802.9833 -1.834 19.00   27397.077  2.5 4d 2D        32941.926  1.5 9p 2P                            
  1803.3312 -2.788 19.00   27398.147  1.5 4d 2D        32941.926  1.5 9p 2P                            
  1803.8919 -2.089 19.00   27398.147  1.5 4d 2D        32940.203  0.5 9p 2P                            
  1808.9662 -0.942 19.00   33654.360  4.5 9g 2G        28127.850  3.5 4f 2F                            
  1808.9662 -2.486 19.00   33654.360  3.5 9g 2G        28127.850  3.5 4f 2F                            
  1808.9662 -1.055 19.00   33654.360  3.5 9g 2G        28127.850  2.5 4f 2F                            
